MontoCredito;IngresoNeto;CoefCreditoAvaluo;MontoCuota;GradoAcademico;BuenPagador
88466;1;12;Bajo;Bachiller;Si
46881;1;12;Bajo;Bachiller;Si
39316;1;12;Bajo;Bachiller;Si
11749;2;12;Bajo;Bachiller;Si
42443;1;1;Bajo;Bachiller;Si
101855;1;12;Bajo;Bachiller;Si
10394;1;12;Bajo;Bachiller;Si
15722;2;12;Bajo;Bachiller;Si
46401;2;12;Bajo;Bachiller;Si
18787;2;12;Bajo;Bachiller;Si
274349;1;12;Bajo;Bachiller;Si
134547;1;12;Bajo;Bachiller;Si
15459;1;12;Bajo;Bachiller;Si
10104;1;12;Bajo;Bachiller;Si
43540;1;12;Bajo;Bachiller;Si
34437;2;11;Bajo;Bachiller;Si
45554;2;12;Bajo;Bachiller;Si
24009;1;12;Bajo;Bachiller;Si
18054;2;12;Bajo;Bachiller;Si
41241;1;12;Bajo;Bachiller;Si
47130;2;12;Bajo;Bachiller;Si
19804;1;12;Bajo;Bachiller;Si
17266;2;12;Bajo;Bachiller;Si
137228;1;2;Bajo;Licenciatura;Si
16008;2;11;Bajo;Licenciatura;Si
17740;1;10;Bajo;Licenciatura;Si
13666;1;11;Bajo;Licenciatura;Si
34403;2;12;Bajo;Licenciatura;Si
44442;1;4;Bajo;Licenciatura;Si
38938;2;12;Bajo;Licenciatura;Si
40619;1;11;Bajo;Licenciatura;Si
19138;1;11;Bajo;Licenciatura;Si
16491;2;11;Bajo;Licenciatura;Si
22792;1;11;Bajo;Licenciatura;Si
28376;1;11;Bajo;Licenciatura;Si
10364;2;11;Bajo;Licenciatura;Si
17322;2;11;Bajo;Licenciatura;Si
189220;2;12;Bajo;Licenciatura;Si
63126;1;10;Bajo;Licenciatura;Si
11197;2;6;Bajo;Licenciatura;Si
14077;1;9;Bajo;Licenciatura;Si
46090;2;4;Bajo;Licenciatura;Si
14563;2;5;Bajo;Licenciatura;Si
18643;2;6;Bajo;Licenciatura;Si
17242;2;11;Bajo;Licenciatura;Si
27096;2;11;Bajo;Licenciatura;Si
49214;2;7;Bajo;Licenciatura;Si
14671;1;9;Bajo;Licenciatura;Si
64434;1;12;Bajo;Licenciatura;Si
45010;1;12;Bajo;Bachiller;Si
29667;2;12;Bajo;Bachiller;Si
24133;2;12;Bajo;Bachiller;Si
15235;2;12;Bajo;Bachiller;Si
19181;2;12;Bajo;Bachiller;Si
10748;1;12;Bajo;Bachiller;Si
28688;2;12;Bajo;Bachiller;Si
10888;1;12;Bajo;Bachiller;Si
11674;2;12;Bajo;Bachiller;Si
110948;1;12;Bajo;Bachiller;Si
13242;2;12;Bajo;Bachiller;Si
13791;2;6;Bajo;Bachiller;Si
16067;1;12;Bajo;Bachiller;Si
32501;1;12;Bajo;Bachiller;Si
17012;2;12;Bajo;Bachiller;Si
20661;1;12;Bajo;Bachiller;Si
28856;1;12;Bajo;Bachiller;Si
99853;1;12;Bajo;Bachiller;Si
21586;1;12;Bajo;Bachiller;Si
19776;2;12;Bajo;Bachiller;Si
84260;2;12;Bajo;Bachiller;Si
74310;2;12;Bajo;Bachiller;Si
16516;2;12;Bajo;Bachiller;Si
10249;1;12;Bajo;Bachiller;Si
218934;1;12;Bajo;Bachiller;Si
84186;1;12;Bajo;Bachiller;Si
11490;2;12;Bajo;Bachiller;Si
73225;1;12;Bajo;Bachiller;Si
102191;1;12;Bajo;Bachiller;Si
15153;2;12;Bajo;Bachiller;Si
43475;1;12;Bajo;Bachiller;Si
24223;1;12;Bajo;Bachiller;Si
19592;2;12;Bajo;Bachiller;Si
10924;2;12;Bajo;Bachiller;Si
15463;2;12;Bajo;Bachiller;Si
14355;1;12;Bajo;Bachiller;Si
10529;1;12;Bajo;Bachiller;Si
39259;2;12;Bajo;Bachiller;Si
14308;2;12;Bajo;Bachiller;Si
12761;2;12;Bajo;Bachiller;Si
35100;2;12;Bajo;Bachiller;Si
57497;1;12;Bajo;Bachiller;Si
49347;2;12;Bajo;Bachiller;Si
15512;2;12;Bajo;Bachiller;Si
44573;2;12;Bajo;Bachiller;Si
24321;2;12;Bajo;Bachiller;Si
42774;2;12;Bajo;Bachiller;Si
47265;2;12;Bajo;Bachiller;Si
33483;2;12;Bajo;Bachiller;Si
16108;1;12;Bajo;Bachiller;Si
16684;2;7;MuyBajo;Licenciatura;Si
19035;2;11;MuyBajo;Licenciatura;Si
15164;2;6;MuyBajo;Licenciatura;Si
14232;2;7;MuyBajo;Licenciatura;Si
18933;2;7;MuyBajo;Licenciatura;Si
25848;1;9;MuyBajo;Licenciatura;Si
13567;1;3;MuyBajo;Licenciatura;Si
15138;1;10;MuyBajo;Licenciatura;Si
293807;1;12;MuyBajo;Licenciatura;Si
30557;2;12;Bajo;Bachiller;Si
117571;2;12;Bajo;Bachiller;Si
78629;2;12;Bajo;Bachiller;Si
15494;1;12;Bajo;Bachiller;Si
133164;1;12;Bajo;Bachiller;Si
66243;1;12;Bajo;Bachiller;Si
59241;1;12;Bajo;Bachiller;Si
69259;1;12;Bajo;Bachiller;Si
10854;2;12;Bajo;Bachiller;Si
163877;1;12;Bajo;Bachiller;Si
14685;2;12;Bajo;Bachiller;Si
12190;1;12;Bajo;Bachiller;Si
43973;1;12;Bajo;Bachiller;Si
14933;2;12;Bajo;Bachiller;Si
24601;1;11;Bajo;Licenciatura;Si
40070;2;11;Bajo;Licenciatura;Si
47209;2;11;Bajo;Licenciatura;Si
17882;1;11;Bajo;Licenciatura;Si
36970;1;10;Bajo;Licenciatura;Si
17100;1;11;Bajo;Licenciatura;Si
132268;2;2;Bajo;Licenciatura;Si
106075;1;12;Bajo;Licenciatura;Si
13759;2;6;Bajo;Licenciatura;Si
42335;1;12;Bajo;Licenciatura;Si
139863;1;2;Bajo;Licenciatura;Si
38193;2;4;Bajo;Licenciatura;Si
15410;2;11;Bajo;Licenciatura;Si
11399;2;11;Bajo;Licenciatura;Si
13362;2;11;Bajo;Licenciatura;Si
17864;2;1;Bajo;Licenciatura;Si
135304;1;12;Bajo;Licenciatura;Si
14640;2;5;Bajo;Licenciatura;Si
30234;1;12;Bajo;Licenciatura;Si
10965;2;11;Bajo;Licenciatura;Si
45666;2;7;Bajo;Licenciatura;Si
23730;1;12;Bajo;Licenciatura;Si
17594;1;11;Bajo;Licenciatura;Si
18815;2;6;Bajo;Licenciatura;Si
40743;2;12;Bajo;Licenciatura;Si
73414;1;2;Bajo;Licenciatura;Si
46169;1;12;Bajo;Licenciatura;Si
13784;2;11;Bajo;Licenciatura;Si
19857;1;11;Bajo;Licenciatura;Si
61730;2;1;Bajo;Licenciatura;Si
14864;1;11;Bajo;Licenciatura;Si
45999;2;11;Bajo;Licenciatura;Si
17611;2;11;Bajo;Licenciatura;Si
14416;2;6;Bajo;Licenciatura;Si
15551;2;12;Bajo;Licenciatura;Si
71621;1;10;Bajo;Licenciatura;Si
33049;2;11;Bajo;Licenciatura;Si
16283;1;12;Bajo;Licenciatura;Si
45904;1;9;Bajo;Licenciatura;Si
10511;2;11;Bajo;Licenciatura;Si
198670;1;12;Bajo;Bachiller;Si
10817;1;12;Bajo;Bachiller;Si
133896;1;12;Bajo;Bachiller;Si
13757;2;12;Bajo;Bachiller;Si
28885;2;12;Bajo;Bachiller;Si
21538;2;12;Bajo;Bachiller;Si
26984;2;12;Bajo;Bachiller;Si
122268;1;12;Bajo;Bachiller;Si
33717;1;12;Bajo;Bachiller;Si
135824;1;12;Bajo;Bachiller;Si
11117;2;12;Bajo;Bachiller;Si
46032;2;12;Bajo;Bachiller;Si
44603;1;12;Bajo;Bachiller;Si
16827;1;12;Bajo;Bachiller;Si
14067;1;12;Bajo;Bachiller;Si
45860;1;12;Bajo;Bachiller;Si
17425;2;12;Bajo;Bachiller;Si
33730;2;12;Bajo;Bachiller;Si
44892;2;12;Bajo;Bachiller;Si
12765;1;12;Bajo;Bachiller;Si
20629;2;12;Bajo;Bachiller;Si
33936;2;12;Bajo;Bachiller;Si
17259;1;12;Bajo;Bachiller;Si
11935;1;12;Bajo;Bachiller;Si
12979;2;12;Bajo;Bachiller;Si
275668;1;12;Bajo;Bachiller;Si
199208;1;12;Bajo;Bachiller;Si
31117;1;12;Bajo;Bachiller;Si
22278;2;12;Bajo;Bachiller;Si
95881;1;12;Bajo;Bachiller;Si
258298;1;12;Bajo;Bachiller;Si
31485;1;12;Bajo;Bachiller;Si
19998;1;12;Bajo;Bachiller;Si
62972;2;12;Bajo;Bachiller;Si
19457;2;12;Bajo;Bachiller;Si
16528;2;12;Bajo;Bachiller;Si
14783;1;12;Bajo;Bachiller;Si
11534;1;12;Bajo;Bachiller;Si
41247;2;12;Bajo;Bachiller;Si
93115;1;12;Bajo;Bachiller;Si
12559;2;6;Bajo;Licenciatura;Si
12217;2;11;Bajo;Licenciatura;Si
41329;2;11;Bajo;Licenciatura;Si
11115;1;12;Bajo;Licenciatura;Si
136291;2;12;Bajo;Licenciatura;Si
136053;1;4;Bajo;Licenciatura;Si
38018;1;12;Bajo;Licenciatura;Si
57049;1;4;Bajo;Licenciatura;Si
195741;1;11;Bajo;Licenciatura;Si
35642;1;2;Bajo;Licenciatura;Si
136857;2;12;Bajo;Licenciatura;Si
131207;1;4;Bajo;Licenciatura;Si
33271;1;9;Bajo;Licenciatura;Si
13539;1;11;Bajo;Licenciatura;Si
121974;1;4;Bajo;Licenciatura;Si
145604;1;4;Bajo;Licenciatura;Si
40516;1;12;Bajo;Licenciatura;Si
16389;1;11;Bajo;Licenciatura;Si
39886;2;11;Bajo;Licenciatura;Si
14168;2;11;Bajo;Licenciatura;Si
28284;2;12;Bajo;Licenciatura;Si
17000;2;11;Bajo;Licenciatura;Si
124314;1;12;Bajo;Licenciatura;Si
29956;1;11;Bajo;Licenciatura;Si
11681;2;12;Bajo;Bachiller;Si
19128;1;11;Bajo;Licenciatura;Si
39203;1;11;Bajo;Licenciatura;Si
16344;1;11;Bajo;Licenciatura;Si
94128;2;12;Bajo;Licenciatura;Si
14802;1;12;Bajo;Bachiller;Si
39845;2;11;Bajo;Licenciatura;Si
18620;2;11;Bajo;Licenciatura;Si
19071;2;11;Bajo;Licenciatura;Si
22976;1;11;Bajo;Licenciatura;Si
19901;1;11;Bajo;Licenciatura;Si
43633;1;11;Bajo;Licenciatura;Si
19579;1;11;Bajo;Licenciatura;Si
21452;1;12;Alto;Bachiller;Si
21792;2;11;Bajo;Licenciatura;Si
12434;1;11;Bajo;Licenciatura;Si
43433;2;12;Bajo;Bachiller;Si
15762;1;11;Bajo;Licenciatura;Si
166164;1;4;Bajo;Licenciatura;Si
13516;2;5;Bajo;Licenciatura;Si
15113;1;11;Bajo;Licenciatura;Si
80037;1;11;Bajo;Licenciatura;Si
245030;1;12;Bajo;Bachiller;Si
21912;1;12;Bajo;Bachiller;Si
16102;1;11;Bajo;Licenciatura;Si
16766;1;11;Bajo;Licenciatura;Si
115746;1;10;Bajo;Licenciatura;Si
16656;1;11;Bajo;Licenciatura;Si
101864;2;12;Bajo;Bachiller;Si
14514;1;11;Bajo;Licenciatura;Si
10773;2;1;Bajo;Licenciatura;Si
16215;1;11;Bajo;Licenciatura;Si
46336;2;12;Bajo;Bachiller;Si
13425;1;12;Bajo;Bachiller;Si
17782;1;11;Bajo;Licenciatura;Si
118027;2;11;Bajo;Licenciatura;Si
18435;1;11;Bajo;Licenciatura;Si
10353;2;6;Bajo;Licenciatura;Si
243130;1;10;Bajo;Licenciatura;Si
85066;1;1;Bajo;Licenciatura;Si
14895;1;11;Bajo;Licenciatura;Si
17967;1;12;Bajo;Licenciatura;Si
10447;1;11;Bajo;Licenciatura;Si
11193;1;11;Bajo;Licenciatura;Si
17285;2;12;Bajo;Licenciatura;Si
13848;1;11;Bajo;Licenciatura;Si
24935;2;12;Bajo;Licenciatura;Si
140700;2;12;Bajo;Bachiller;Si
99821;1;12;Bajo;Bachiller;Si
10268;1;12;Medio;Bachiller;Si
29867;1;12;Bajo;Bachiller;Si
42359;2;12;Bajo;Bachiller;Si
15842;2;12;Bajo;Bachiller;Si
12270;2;12;Bajo;Bachiller;Si
10047;2;12;Bajo;Bachiller;Si
17456;1;12;Bajo;Bachiller;Si
49588;1;12;Medio;Bachiller;Si
23502;2;12;Bajo;Bachiller;Si
18359;1;12;Bajo;Bachiller;Si
16397;2;12;Bajo;Bachiller;Si
12521;2;12;Bajo;Bachiller;Si
42822;1;12;Bajo;Bachiller;Si
39684;2;12;Bajo;Bachiller;Si
25671;2;12;Bajo;Bachiller;Si
12707;1;12;Bajo;Bachiller;Si
19483;2;12;Bajo;Bachiller;Si
11499;2;12;Bajo;Bachiller;Si
10506;2;12;Bajo;Bachiller;Si
40406;2;12;Bajo;Bachiller;Si
96466;2;12;Bajo;Bachiller;Si
175902;2;12;Bajo;Bachiller;Si
71684;2;12;Bajo;Bachiller;Si
22122;2;12;Bajo;Bachiller;Si
17315;1;12;Bajo;Bachiller;Si
21012;2;12;Bajo;Bachiller;Si
104546;2;11;Bajo;Bachiller;Si
12879;1;12;Bajo;Bachiller;Si
16432;2;12;Bajo;Bachiller;Si
15511;2;12;Bajo;Bachiller;Si
42181;2;12;Bajo;Bachiller;Si
134835;2;12;Bajo;Bachiller;Si
44872;1;12;Bajo;Bachiller;Si
11880;1;12;Bajo;Bachiller;Si
18917;2;12;Bajo;Bachiller;Si
16315;2;12;Bajo;Bachiller;Si
13728;2;12;Bajo;Bachiller;Si
17782;1;12;Bajo;Bachiller;Si
13875;1;12;Bajo;Bachiller;Si
16449;2;12;Bajo;Bachiller;Si
45009;1;12;Bajo;Bachiller;Si
13906;2;12;Bajo;Bachiller;Si
19570;1;12;Bajo;Bachiller;Si
19054;2;12;Bajo;Bachiller;Si
34984;2;12;Bajo;Bachiller;Si
18905;1;12;Medio;Bachiller;Si
74562;1;12;Bajo;Bachiller;Si
34664;1;12;Medio;Bachiller;Si
23451;2;12;Bajo;Bachiller;Si
26552;2;12;Bajo;Bachiller;Si
16827;2;12;Bajo;Bachiller;Si
189042;1;12;Bajo;Bachiller;Si
271368;2;12;Bajo;Bachiller;Si
40864;1;12;Bajo;Bachiller;Si
19621;2;12;Bajo;Bachiller;Si
17476;2;12;Bajo;Bachiller;Si
16382;2;12;Bajo;Bachiller;Si
255769;1;12;Bajo;Bachiller;Si
11380;2;12;Bajo;Bachiller;Si
40234;2;12;Bajo;Bachiller;Si
119183;2;12;Bajo;Bachiller;Si
61519;1;12;Bajo;Bachiller;Si
33313;1;12;Bajo;Bachiller;Si
56959;1;12;Bajo;Bachiller;Si
16886;1;12;Bajo;Bachiller;Si
10244;1;12;Bajo;Bachiller;Si
44567;1;12;Bajo;Bachiller;Si
43296;2;12;Bajo;Bachiller;Si
34991;1;12;Bajo;Bachiller;Si
16620;1;12;Medio;Bachiller;Si
18046;1;12;Bajo;Bachiller;Si
101876;1;12;Bajo;Bachiller;Si
15008;2;5;Bajo;Licenciatura;Si
14031;2;11;Bajo;Licenciatura;Si
33768;1;12;Bajo;Licenciatura;Si
181360;1;4;Bajo;Licenciatura;Si
16014;2;11;Bajo;Licenciatura;Si
94991;2;11;Bajo;Licenciatura;Si
15671;2;11;Bajo;Licenciatura;Si
22212;2;11;Bajo;Licenciatura;Si
17360;2;11;Bajo;Licenciatura;Si
14420;2;6;Bajo;Licenciatura;Si
11562;2;11;Bajo;Licenciatura;Si
24433;2;11;Bajo;Licenciatura;Si
11553;2;11;Bajo;Licenciatura;Si
19401;1;11;Bajo;Licenciatura;Si
12241;1;11;Bajo;Licenciatura;Si
15816;2;5;Bajo;Licenciatura;Si
12208;2;11;Bajo;Licenciatura;Si
17144;2;7;Bajo;Licenciatura;Si
14778;1;12;Bajo;Licenciatura;Si
10318;2;12;Bajo;Licenciatura;Si
92225;1;11;Bajo;Licenciatura;Si
49620;2;5;Bajo;Licenciatura;Si
14791;2;11;Bajo;Licenciatura;Si
12296;2;6;Bajo;Licenciatura;Si
19582;1;11;Bajo;Licenciatura;Si
17816;1;11;Bajo;Licenciatura;Si
11282;2;6;Bajo;Licenciatura;Si
42378;2;11;Bajo;Licenciatura;Si
11811;2;11;Bajo;Licenciatura;Si
35330;1;11;Bajo;Licenciatura;Si
11838;2;12;Bajo;Licenciatura;Si
18198;2;11;Bajo;Licenciatura;Si
117372;2;11;Bajo;Licenciatura;Si
14410;2;11;Bajo;Licenciatura;Si
11897;1;4;Bajo;Licenciatura;Si
15353;2;11;Bajo;Licenciatura;Si
91399;2;11;Bajo;Licenciatura;Si
11194;1;10;Bajo;Licenciatura;Si
11456;1;11;Bajo;Licenciatura;Si
17858;2;6;Bajo;Licenciatura;Si
12079;2;11;Bajo;Licenciatura;Si
23657;1;11;Bajo;Licenciatura;Si
10424;2;11;Bajo;Licenciatura;Si
16172;2;6;Bajo;Licenciatura;Si
23372;1;4;Bajo;Licenciatura;Si
23207;1;12;Bajo;Licenciatura;Si
14775;1;11;Bajo;Licenciatura;Si
26995;2;11;Bajo;Licenciatura;Si
36873;1;12;Bajo;Bachiller;Si
79457;2;12;Bajo;Bachiller;Si
15423;1;11;Bajo;Licenciatura;Si
23256;1;11;Bajo;Licenciatura;Si
208618;1;12;Bajo;Licenciatura;Si
34754;2;11;Bajo;Licenciatura;Si
15262;1;12;Bajo;Bachiller;Si
11149;1;9;Bajo;Licenciatura;Si
129124;1;4;Bajo;Licenciatura;Si
18480;1;12;Bajo;Licenciatura;Si
22101;1;12;Bajo;Bachiller;Si
16907;1;12;Bajo;Bachiller;Si
47255;1;12;Bajo;Bachiller;Si
19701;2;11;Bajo;Licenciatura;Si
19412;2;6;Bajo;Licenciatura;Si
14421;2;6;Bajo;Licenciatura;Si
23916;1;12;Bajo;Bachiller;Si
16004;2;12;Bajo;Bachiller;Si
18522;2;11;Bajo;Licenciatura;Si
19610;2;1;Bajo;Licenciatura;Si
17069;2;12;Bajo;Licenciatura;Si
33714;2;12;Bajo;Bachiller;Si
46583;1;11;Bajo;Licenciatura;Si
17034;2;11;Bajo;Licenciatura;Si
44817;2;1;Bajo;Licenciatura;Si
113521;1;1;Bajo;Bachiller;Si
140444;1;12;Bajo;Bachiller;Si
15069;2;12;Bajo;Bachiller;Si
48122;2;12;Bajo;Bachiller;Si
11741;2;12;Bajo;Bachiller;Si
18215;1;12;Bajo;Bachiller;Si
79459;1;12;Bajo;Bachiller;Si
17765;1;12;Bajo;Bachiller;Si
33870;2;12;Bajo;Bachiller;Si
19152;2;12;Bajo;Bachiller;Si
25050;2;12;Bajo;Bachiller;Si
17533;2;12;Bajo;Bachiller;Si
14805;2;12;Bajo;Bachiller;Si
141421;1;1;Bajo;Bachiller;Si
25483;2;12;Bajo;Bachiller;Si
14942;1;12;Bajo;Bachiller;Si
21458;1;12;Bajo;Bachiller;Si
22661;2;12;Bajo;Bachiller;Si
10780;2;12;Bajo;Bachiller;Si
269355;1;12;Bajo;Bachiller;Si
67719;1;12;Bajo;Bachiller;Si
18508;2;12;Bajo;Bachiller;Si
202293;2;12;Bajo;Bachiller;Si
178916;1;12;Bajo;Bachiller;Si
163395;2;12;Bajo;Bachiller;Si
133244;1;12;Bajo;Bachiller;Si
30173;2;12;Bajo;Bachiller;Si
45448;2;12;Bajo;Bachiller;Si
14298;2;12;Bajo;Bachiller;Si
155093;2;12;Bajo;Bachiller;Si
214537;2;12;Bajo;Bachiller;Si
16559;2;12;Bajo;Bachiller;Si
10631;2;12;Bajo;Bachiller;Si
18257;2;12;Bajo;Bachiller;Si
11979;1;12;Bajo;Bachiller;Si
13140;2;12;Bajo;Bachiller;Si
24464;2;12;Bajo;Bachiller;Si
200644;2;12;Bajo;Bachiller;Si
242414;1;12;Bajo;Bachiller;Si
227677;1;12;Bajo;Bachiller;Si
289968;1;12;Bajo;Bachiller;Si
16715;2;12;Bajo;Bachiller;Si
281724;1;12;Bajo;Bachiller;Si
26519;1;12;Bajo;Bachiller;Si
47188;2;12;Bajo;Bachiller;Si
18309;1;12;Bajo;Bachiller;Si
19712;2;12;Bajo;Bachiller;Si
14539;1;12;Bajo;Bachiller;Si
32446;1;12;Bajo;Bachiller;Si
77556;2;12;Bajo;Bachiller;Si
40981;2;12;Bajo;Bachiller;Si
45562;2;12;Bajo;Bachiller;Si
17578;2;12;Bajo;Bachiller;Si
252663;2;12;Bajo;Bachiller;Si
10547;2;12;Bajo;Bachiller;Si
15257;2;12;Bajo;Bachiller;Si
37703;2;12;Bajo;Bachiller;Si
42163;2;12;Bajo;Bachiller;Si
15009;1;12;Bajo;Bachiller;Si
268351;2;12;Bajo;Bachiller;Si
205097;1;12;Bajo;Bachiller;Si
11560;2;6;Medio;Licenciatura;Si
28593;2;11;Medio;Licenciatura;Si
42699;1;11;Medio;Licenciatura;Si
19712;1;11;Medio;Licenciatura;Si
42347;2;11;Medio;Licenciatura;Si
45948;2;11;Medio;Licenciatura;Si
19910;2;11;Medio;Licenciatura;Si
49585;2;11;Medio;Licenciatura;Si
16276;1;11;Medio;Licenciatura;Si
45136;1;11;Medio;Licenciatura;Si
143936;1;1;Medio;Licenciatura;Si
147483;2;11;Medio;Licenciatura;Si
18441;2;6;Medio;Licenciatura;Si
91807;1;1;Medio;Licenciatura;Si
18524;2;11;Medio;Licenciatura;Si
37769;1;11;Medio;Licenciatura;Si
15390;1;12;Medio;Licenciatura;Si
17968;1;12;Medio;Licenciatura;Si
28597;2;12;Medio;Licenciatura;Si
10395;1;12;Medio;Licenciatura;Si
16236;1;12;Medio;Licenciatura;Si
18092;1;12;Medio;Licenciatura;Si
19023;1;11;Medio;Licenciatura;Si
11118;2;11;Medio;Licenciatura;Si
17996;2;12;Medio;Licenciatura;Si
18250;1;9;Medio;Licenciatura;Si
15718;2;11;Medio;Licenciatura;Si
48460;2;12;Medio;Licenciatura;Si
11386;2;12;Medio;Licenciatura;Si
133417;2;5;Medio;Licenciatura;Si
14680;2;11;Medio;Licenciatura;Si
19441;2;11;Medio;Licenciatura;Si
134445;1;12;Medio;Licenciatura;Si
16766;2;12;Medio;Licenciatura;Si
10340;2;12;Medio;Licenciatura;Si
16279;2;6;Medio;Licenciatura;Si
46255;1;12;Medio;Licenciatura;Si
35234;2;12;Medio;Licenciatura;Si
23320;1;4;Medio;Licenciatura;Si
15007;2;1;Medio;Licenciatura;Si
18305;2;11;Medio;Licenciatura;Si
15519;2;11;Medio;Licenciatura;Si
27881;2;11;Medio;Licenciatura;Si
43216;2;11;Medio;Licenciatura;Si
35634;2;11;Medio;Licenciatura;Si
31307;2;11;Medio;Licenciatura;Si
27276;1;1;Medio;Licenciatura;Si
121296;2;11;Medio;Licenciatura;Si
10923;2;11;Medio;Licenciatura;Si
91505;1;1;Medio;Licenciatura;Si
37242;2;5;Medio;Licenciatura;Si
24161;2;11;Medio;Licenciatura;Si
28246;2;6;Medio;Licenciatura;Si
40664;2;11;Medio;Licenciatura;Si
11968;2;6;Medio;Licenciatura;Si
28439;1;1;Medio;Licenciatura;Si
112379;1;1;Medio;Licenciatura;Si
11397;2;5;Medio;Licenciatura;Si
185662;1;10;Medio;Licenciatura;Si
14833;1;11;Medio;Licenciatura;Si
21666;1;5;Medio;Licenciatura;Si
19776;2;11;Medio;Licenciatura;Si
15440;2;11;Medio;Licenciatura;Si
11216;1;11;Medio;Licenciatura;Si
109467;2;11;Medio;Licenciatura;Si
19678;2;5;Medio;Licenciatura;Si
33644;1;12;Medio;Licenciatura;Si
19964;1;11;Medio;Licenciatura;Si
66223;1;1;Medio;Licenciatura;Si
18492;2;6;Medio;Licenciatura;Si
13617;2;7;Medio;Licenciatura;Si
18793;2;1;Medio;Licenciatura;Si
107842;2;11;Medio;Licenciatura;Si
40506;2;12;Bajo;Bachiller;Si
17683;2;11;Medio;Licenciatura;Si
12738;1;12;Bajo;Bachiller;Si
17923;2;5;Medio;Licenciatura;Si
89477;1;12;Bajo;Bachiller;Si
108887;1;12;Medio;Bachiller;Si
15045;1;12;Bajo;Bachiller;Si
42504;2;12;Bajo;Bachiller;Si
19902;2;12;Bajo;Bachiller;Si
15933;2;12;Bajo;Bachiller;Si
10931;2;12;Bajo;Bachiller;Si
281521;2;12;Bajo;Bachiller;Si
25694;2;12;Bajo;Bachiller;Si
138391;2;12;Bajo;Bachiller;Si
20719;1;12;Bajo;Bachiller;Si
75006;1;12;Bajo;Bachiller;Si
14739;2;12;Bajo;Bachiller;Si
108009;1;12;Bajo;Bachiller;Si
161610;2;12;Bajo;Bachiller;Si
15239;2;11;Medio;Licenciatura;Si
11856;2;11;Medio;Licenciatura;Si
17125;1;11;Medio;Licenciatura;Si
48743;1;11;Medio;Licenciatura;Si
10472;2;11;Medio;Licenciatura;Si
19153;2;8;Medio;Licenciatura;Si
14477;2;12;Medio;Licenciatura;Si
12942;2;11;Medio;Licenciatura;Si
32020;1;5;Medio;Licenciatura;Si
36363;2;11;Medio;Licenciatura;Si
230507;1;11;Medio;Licenciatura;Si
38168;1;10;Medio;Licenciatura;Si
12326;2;6;Medio;Licenciatura;Si
51938;1;4;Medio;Licenciatura;Si
36913;2;11;Medio;Licenciatura;Si
30584;1;12;Medio;Licenciatura;Si
19383;2;5;Medio;Licenciatura;Si
14388;1;12;Medio;Licenciatura;Si
15283;1;11;Medio;Licenciatura;Si
142949;1;11;Medio;Licenciatura;Si
18313;1;11;Medio;Licenciatura;Si
19808;2;12;Bajo;Bachiller;Si
15758;2;12;Bajo;Bachiller;Si
25055;1;12;Bajo;Bachiller;Si
277572;2;12;Bajo;Bachiller;Si
232999;2;12;Bajo;Bachiller;Si
231879;2;12;Bajo;Bachiller;Si
71955;2;12;Bajo;Bachiller;Si
25977;2;12;Bajo;Bachiller;Si
84032;1;12;Bajo;Bachiller;Si
47868;1;12;Bajo;Bachiller;Si
12944;2;12;Bajo;Bachiller;Si
240267;2;12;Bajo;Bachiller;Si
79413;2;12;Bajo;Bachiller;Si
71286;2;12;Bajo;Bachiller;Si
19479;2;12;Bajo;Bachiller;Si
16664;2;12;Bajo;Bachiller;Si
21248;2;12;Bajo;Bachiller;Si
14492;2;12;Bajo;Bachiller;Si
16837;1;12;Bajo;Bachiller;Si
11729;1;12;Bajo;Bachiller;Si
10158;2;12;Bajo;Bachiller;Si
16301;1;12;Bajo;Bachiller;Si
84691;1;12;Bajo;Bachiller;Si
33808;1;12;Bajo;Bachiller;Si
34021;2;12;Bajo;Bachiller;Si
148491;1;12;Bajo;Bachiller;Si
10248;2;12;Bajo;Bachiller;Si
19463;1;12;Alto;Bachiller;Si
53271;1;12;Bajo;Bachiller;Si
28616;1;12;Bajo;Bachiller;Si
16714;1;12;Bajo;Bachiller;Si
28054;2;12;Bajo;Bachiller;Si
19834;2;12;Bajo;Bachiller;Si
17143;2;12;Bajo;Bachiller;Si
15836;2;12;Bajo;Bachiller;Si
13967;2;12;Bajo;Bachiller;Si
136169;1;12;Bajo;Bachiller;Si
19028;2;12;Bajo;Bachiller;Si
13151;2;12;Bajo;Bachiller;Si
18296;2;12;Bajo;Bachiller;Si
10657;2;12;Bajo;Bachiller;Si
15800;2;12;Bajo;Bachiller;Si
10374;2;12;Bajo;Bachiller;Si
17745;2;12;Bajo;Bachiller;Si
10394;2;12;Bajo;Bachiller;Si
19440;2;12;Bajo;Bachiller;Si
224883;1;12;Bajo;Bachiller;Si
12362;2;12;Bajo;Bachiller;Si
31333;2;12;Bajo;Bachiller;Si
36813;1;12;Bajo;Bachiller;Si
43352;1;12;Bajo;Bachiller;Si
16053;2;12;Bajo;Bachiller;Si
13556;2;12;Bajo;Bachiller;Si
15455;2;12;Bajo;Bachiller;Si
18750;2;12;Bajo;Bachiller;Si
83151;2;12;Bajo;Bachiller;Si
13670;1;12;Bajo;Bachiller;Si
10330;2;12;Bajo;Bachiller;Si
19581;1;12;Bajo;Bachiller;Si
16707;2;12;Bajo;Bachiller;Si
